formula, size, congruence, reverse, result 
P0.5N2L100.form62, 127, TO, 36, true
P0.5N2L100.form63, 130, 8, 35, true
P0.5N2L100.form64, 142, 31, 26, true
P0.5N2L100.form65, 154, TO, 29, true
P0.5N2L100.form66, 136, 5, 38, true
P0.5N2L100.form67, 136, 0, 67, true
P0.5N2L100.form68, 142, 0, 25, true
P0.5N2L100.form69, 121, 47, 23, true
P0.5N2L100.form70, 127, 73, 31, true
P0.5N2L100.form71, 133, 607, 17, true
P0.5N2L100.form72, 136, 1, 53, true
P0.5N2L100.form73, 154, TO, 43, true
P0.5N2L100.form74, 139, TO, 62, true
P0.5N2L100.form75, 145, 80, 58, true
P0.5N2L100.form76, 136, 0, 13, true
P0.5N2L100.form77, 166, TO, 35, true
P0.5N2L100.form78, 136, 0, 23, true
P0.5N2L100.form79, 130, 703, 16, true
P0.5N2L100.form80, 145, 738, 133, true
P0.5N2L100.form81, 142, 1, 30, true
P0.5N2L100.form82, 145, 62, 11, true
P0.5N2L100.form83, 145, 533, 41, true
P0.5N2L100.form84, 130, TO, 81, true
P0.5N2L100.form85, 136, 0, 32, true
P0.5N2L100.form86, 148, 2, 24, true
P0.5N2L100.form87, 133, 1, 45, true
P0.5N2L100.form88, 139, 156, 9, true
P0.5N2L100.form89, 136, 45, 20, true
P0.5N2L100.form90, 124, 1, 34, true
P0.5N2L100.form91, 136, TO, 261, true
P0.5N2L100.form92, 148, 115, 31, true
P0.5N2L100.form93, 142, TO, 26, true
P0.5N2L100.form94, 145, 2, 38, true
P0.5N2L100.form95, 130, 8, 22, true
P0.5N2L100.form96, 142, 158, 24, true
P0.5N2L100.form97, 121, 51, 13, true
P0.5N2L100.form98, 148, TO, 124, true
P0.5N2L100.form99, 124, 5, 7, true
P0.5N2L100.form100, 136, 172, 95, true
P0.5N2L100.form101, 136, 0, 24, true
P0.5N2L100.form102, 142, 21, 26, true
P0.5N2L100.form103, 124, 1200, 68, true
P0.5N2L100.form104, 133, 237, 33, true
P0.5N2L100.form105, 139, TO, 25, true
P0.5N2L100.form106, 145, 4, 20, true
P0.5N2L100.form107, 121, 114, 60, true
P0.5N2L100.form108, 151, 0, 23, true
P0.5N2L100.form109, 127, TO, 48, true
P0.5N2L100.form110, 130, 0, 22, true
P0.5N2L100.form111, 130, 0, 26, true
P0.5N2L100.form112, 127, 3, 23, true
P0.5N2L100.form113, 154, 0, 30, true
P0.5N2L100.form114, 154, TO, 19, true
P0.5N2L100.form115, 139, 150, 19, true
P0.5N2L100.form116, 124, 1, 17, true
P0.5N2L100.form117, 124, 0, 58, true
P0.5N2L100.form118, 139, 0, 25, true
P0.5N2L100.form119, 148, TO, 102, true
P0.5N2L100.form120, 130, 54, 8, true
P0.5N2L100.form121, 127, 1197, 135, true
P0.5N2L100.form122, 148, 0, 71, true
P0.5N2L100.form123, 157, 1229, 111, true
P0.5N2L100.form124, 151, TO, 10, true
P0.5N2L100.form125, 124, 332, 41, true
P0.5N2L100.form126, 142, 13, 25, true
P0.5N2L100.form127, 124, TO, 60, true
P0.5N2L100.form128, 127, 3, 29, true
P0.5N2L100.form129, 133, 0, 12, true
P0.5N2L100.form130, 127, TO, 100, true
P0.5N2L100.form131, 127, TO, 16, true
P0.5N2L100.form132, 136, 0, 52, true
P0.5N2L100.form133, 133, 2, 40, true
P0.5N2L100.form134, 130, 0, 10, true
P0.5N2L100.form135, 145, 0, 33, true
P0.5N2L100.form136, 148, 0, 7, true
P0.5N2L100.form137, 127, 0, 153, true
P0.5N2L100.form138, 145, TO, 36, true
P0.5N2L100.form139, 124, 40, 28, true
P0.5N2L100.form140, 145, 0, 38, true
P0.5N2L100.form141, 142, 25, 53, true
P0.5N2L100.form142, 133, 0, 21, true
P0.5N2L100.form143, 130, 0, 19, true
P0.5N2L100.form144, 148, 0, 139, true
P0.5N2L100.form145, 145, TO, 27, true
P0.5N2L100.form146, 127, 12, 20, true
P0.5N2L100.form147, 121, 2, 25, true
P0.5N2L100.form148, 148, 69, 14, true
P0.5N2L100.form149, 154, 14, 41, true
P0.5N2L100.form150, 133, 0, 33, true
P0.5N2L100.form151, 124, 0, 36, true
P0.5N2L100.form152, 136, TO, 118, true
P0.5N2L100.form153, 139, 182, 26, true
P0.5N2L100.form154, 139, 5, 16, true
P0.5N2L100.form155, 136, 0, 24, true
P0.5N2L100.form156, 136, 12, 19, true
P0.5N2L100.form157, 139, 1, 43, true
P0.5N2L100.form158, 139, 186, 24, true
P0.5N2L100.form159, 121, 5, 11, true
P0.5N2L100.form160, 145, 16, 20, true
P0.5N2L100.form161, 127, 49, 29, true
P0.5N2L100.form162, 130, TO, 139, true
P0.5N2L100.form163, 151, 990, 85, true
P0.5N2L100.form164, 157, 144, 122, true
P0.5N2L100.form165, 124, 0, 12, true
P0.5N2L100.form166, 154, 13, 8, true
P0.5N2L100.form167, 124, 16, 8, true
P0.5N2L100.form168, 142, 1, 9, true
P0.5N2L100.form169, 145, 1, 61, true
P0.5N2L100.form170, 136, 14, 45, true
P0.5N2L100.form171, 139, TO, 32, true
P0.5N2L100.form172, 145, 81, 27, true
P0.5N2L100.form173, 133, 1399, 34, true
P0.5N2L100.form174, 133, 20, 27, true
P0.5N2L100.form175, 136, 4, 39, true
P0.5N2L100.form176, 136, 588, 43, true
P0.5N2L100.form177, 142, 64, 13, true
P0.5N2L100.form178, 133, 305, 76, true
P0.5N2L100.form179, 151, TO, 62, true
P0.5N2L100.form180, 121, 0, 48, true
P0.5N2L100.form181, 124, 0, 52, true
P0.5N2L100.form182, 139, 1, 14, true
P0.5N2L100.form183, 121, 37, 12, true
P0.5N2L100.form184, 130, 7, 23, true
P0.5N2L100.form185, 124, 3, 27, true
P0.5N2L100.form186, 136, 0, 59, true
P0.5N2L100.form187, 127, 2, 52, true
P0.5N2L100.form188, 136, 54, 38, true
P0.5N2L100.form189, 157, 248, 28, true
P0.5N2L100.form190, 136, 86, 61, true
P0.5N2L100.form191, 139, 0, 27, true
P0.5N2L100.form192, 145, 2, 31, true
P0.5N2L100.form193, 136, 5, 20, true
P0.5N2L100.form194, 130, 337, 40, true
P0.5N2L100.form195, 130, 261, 44, true
P0.5N2L100.form196, 157, 0, 30, true
P0.5N2L100.form197, 136, 0, 31, true
P0.5N2L100.form198, 145, 789, 37, true
P0.5N2L100.form199, 142, 37, 15, true
P0.5N2L100.form200, 121, 0, 15, true
P0.5N2L100.form201, 136, 13, 26, true
P0.5N2L100.form202, 133, 11, 32, true
P0.5N2L100.form203, 145, 0, 18, true
P0.5N2L100.form204, 136, 2, 24, true
P0.5N2L100.form205, 139, 29, 16, true
P0.5N2L100.form206, 127, 403, 17, true
P0.5N2L100.form207, 142, 15, 23, true
P0.5N2L100.form208, 136, 29, 38, true
P0.5N2L100.form209, 139, 0, 20, true
P0.5N2L100.form210, 145, 8, 23, true
P0.5N2L100.form211, 139, 5, 26, true
P0.5N2L100.form212, 148, 14, 32, true
P0.5N2L100.form213, 133, 0, 77, true
P0.5N2L100.form214, 145, 34, 22, true
P0.5N2L100.form215, 139, 170, 50, true
P0.5N2L100.form216, 124, TO, 18, true
P0.5N2L100.form217, 139, 2, 129, true
P0.5N2L100.form218, 127, 435, 25, true
P0.5N2L100.form219, 142, 30, 23, true
P0.5N2L100.form220, 139, 0, 12, true
P0.5N2L100.form221, 136, 0, 38, true
P0.5N2L100.form222, 148, 0, 16, true
P0.5N2L100.form223, 124, 713, 13, true
P0.5N2L100.form224, 139, 1332, 68, true
P0.5N2L100.form225, 145, 0, 37, true
P0.5N2L100.form226, 139, TO, 145, true
P0.5N2L100.form227, 139, 120, 33, true
P0.5N2L100.form228, 142, 0, 81, true
P0.5N2L100.form229, 142, 29, 44, true
P0.5N2L100.form230, 154, TO, 43, true
P0.5N2L100.form231, 145, TO, 47, true
P0.5N2L100.form232, 145, TO, 99, true
P0.5N2L100.form233, 139, 165, 19, true
P0.5N2L100.form234, 145, 71, 12, true
P0.5N2L100.form235, 121, TO, 51, true
P0.5N2L100.form236, 136, 0, 45, true
P0.5N2L100.form237, 130, 0, 14, true
P0.5N2L100.form238, 130, 242, 38, true
P0.5N2L100.form239, 130, 1, 151, true
P0.5N2L100.form240, 136, 89, 19, true
P0.5N2L100.form241, 139, 0, 48, true
P0.5N2L100.form242, 151, 734, 31, true
P0.5N2L100.form243, 139, 0, 11, true
P0.5N2L100.form244, 130, 0, 28, true
P0.5N2L100.form245, 130, TO, 117, true
P0.5N2L100.form246, 139, 115, 56, true
P0.5N2L100.form247, 142, 0, 45, true
P0.5N2L100.form248, 136, 0, 12, true
P0.5N2L100.form249, 130, 1, 55, true
P0.5N2L100.form250, 148, 272, 15, true
P0.5N2L100.form251, 130, TO, 45, true
P0.5N2L100.form252, 145, 19, 14, true
P0.5N2L100.form253, 136, 0, 16, true
P0.5N2L100.form254, 136, 8, 42, true
P0.5N2L100.form255, 124, TO, 42, true
P0.5N2L100.form256, 133, 4, 23, true
P0.5N2L100.form257, 145, TO, 58, true
P0.5N2L100.form258, 130, 0, 23, true
P0.5N2L100.form259, 145, TO, 97, true
P0.5N2L100.form260, 136, TO, 91, true
P0.5N2L100.form261, 133, 597, 40, true
P0.5N2L100.form262, 121, 0, 14, true
P0.5N2L100.form263, 148, 2008, 128, true
P0.5N2L100.form264, 133, 2, 23, true
P0.5N2L100.form265, 151, TO, 212, true
P0.5N2L100.form266, 133, 0, 16, true
P0.5N2L100.form267, 142, 171, 36, true
P0.5N2L100.form268, 148, 9, 16, true
P0.5N2L100.form269, 145, TO, 13, true
P0.5N2L100.form270, 127, 134, 11, true
P0.5N2L100.form271, 133, 209, 42, true
P0.5N2L100.form272, 127, 0, 62, true
P0.5N2L100.form273, 151, 0, 23, true
P0.5N2L100.form274, 139, 192, 38, true
P0.5N2L100.form275, 142, 1054, 43, true
P0.5N2L100.form276, 160, 1945, 40, true
P0.5N2L100.form277, 130, TO, 95, true
P0.5N2L100.form278, 142, 62, 54, true
P0.5N2L100.form279, 154, TO, 40, true
P0.5N2L100.form280, 145, 572, 32, true
P0.5N2L100.form281, 124, 3, 27, true
P0.5N2L100.form282, 124, 0, 60, true
P0.5N2L100.form283, 142, 626, 28, true
P0.5N2L100.form284, 139, TO, 70, true
P0.5N2L100.form285, 139, 0, 15, true
P0.5N2L100.form286, 133, 21, 62, true
P0.5N2L100.form287, 139, 32, 25, true
P0.5N2L100.form288, 151, 10, 13, true
P0.5N2L100.form289, 133, 32, 15, true
P0.5N2L100.form290, 133, 0, 20, true
P0.5N2L100.form291, 133, 3, 19, true
P0.5N2L100.form292, 145, 0, 64, true
P0.5N2L100.form293, 145, 522, 16, true
P0.5N2L100.form294, 127, TO, 44, true
P0.5N2L100.form295, 145, 2, 19, true
P0.5N2L100.form296, 154, 22, 37, true
P0.5N2L100.form297, 148, 44, 14, true
P0.5N2L100.form298, 133, TO, 74, true
P0.5N2L100.form299, 145, 0, 8, true
P0.5N2L100.form300, 139, 82, 31, true
P0.5N2L100.form301, 145, 8, 16, true
P0.5N2L100.form302, 148, TO, 49, true
P0.5N2L100.form303, 136, 0, 26, true
P0.5N2L100.form304, 130, 0, 46, true
P0.5N2L100.form305, 151, 0, 13, true
P0.5N2L100.form306, 148, 1, 12, true
P0.5N2L100.form307, 136, 0, 135, true
P0.5N2L100.form308, 124, 0, 41, true
P0.5N2L100.form309, 145, 1644, 32, true
P0.5N2L100.form310, 136, TO, 81, true
P0.5N2L100.form311, 148, 26, 60, true
P0.5N2L100.form312, 136, 27, 18, true
P0.5N2L100.form313, 139, 481, 26, true
P0.5N2L100.form314, 133, 1, 35, true
P0.5N2L100.form315, 133, 18, 19, true
P0.5N2L100.form316, 145, 683, 12, true
P0.5N2L100.form317, 133, 30, 67, true
P0.5N2L100.form318, 136, 92, 137, true
P0.5N2L100.form319, 124, 638, 49, true
P0.5N2L100.form320, 133, 11, 54, true
P0.5N2L100.form321, 157, 1, 33, true
P0.5N2L100.form322, 127, 0, 31, true
P0.5N2L100.form323, 136, 0, 45, true
P0.5N2L100.form324, 136, 7, 46, true
P0.5N2L100.form325, 127, 8, 43, true
P0.5N2L100.form326, 157, 0, 77, true
P0.5N2L100.form327, 145, 0, 59, true
P0.5N2L100.form328, 145, TO, 94, true
P0.5N2L100.form329, 121, 3, 14, true
P0.5N2L100.form330, 133, 30, 13, true
P0.5N2L100.form331, 130, 772, 30, true
P0.5N2L100.form332, 136, 11, 19, true
P0.5N2L100.form333, 139, TO, 26, true
P0.5N2L100.form334, 139, 4, 61, true
P0.5N2L100.form335, 142, TO, 64, true
P0.5N2L100.form336, 148, TO, 69, true
P0.5N2L100.form337, 136, 37, 26, true
P0.5N2L100.form338, 124, 0, 27, true
P0.5N2L100.form339, 148, 64, 64, true
P0.5N2L100.form340, 139, 1385, 67, true
P0.5N2L100.form341, 121, 249, 16, true
P0.5N2L100.form342, 130, 0, 51, true
P0.5N2L100.form343, 136, TO, 70, true
P0.5N2L100.form344, 142, 29, 45, true
P0.5N2L100.form345, 136, 0, 46, true
P0.5N2L100.form346, 130, 490, 20, true
P0.5N2L100.form347, 148, 14, 33, true
P0.5N2L100.form348, 139, 52, 16, true
P0.5N2L100.form349, 142, TO, 46, true
P0.5N2L100.form350, 127, 2, 4, true
P0.5N2L100.form351, 145, TO, 66, true
P0.5N2L100.form352, 148, 0, 33, true
P0.5N2L100.form353, 136, 27, 37, true
P0.5N2L100.form354, 133, 0, 17, true
P0.5N2L100.form355, 124, 0, 16, true
P0.5N2L100.form356, 124, 33, 49, true
P0.5N2L100.form357, 151, 421, 53, true
P0.5N2L100.form358, 148, 0, 44, true
P0.5N2L100.form359, 133, 13, 20, true
P0.5N2L100.form360, 127, 5, 22, true
P0.5N2L100.form361, 139, TO, 36, true
P0.5N2L100.form362, 139, 27, 27, true
P0.5N2L100.form363, 151, 1107, 23, true
P0.5N2L100.form364, 127, 0, 31, true
P0.5N2L100.form365, 136, 1961, 14, true
P0.5N2L100.form366, 157, 0, 38, true
P0.5N2L100.form367, 139, 120, 40, true
P0.5N2L100.form368, 148, 252, 22, true
P0.5N2L100.form369, 139, 3, 28, true
P0.5N2L100.form370, 151, 0, 42, true
P0.5N2L100.form371, 151, 75, 98, true
P0.5N2L100.form372, 130, 0, 41, true
P0.5N2L100.form373, 136, 396, 58, true
P0.5N2L100.form374, 124, 4, 59, true
P0.5N2L100.form375, 124, 36, 14, true
P0.5N2L100.form376, 130, 52, 20, true
P0.5N2L100.form377, 142, 847, 28, true
P0.5N2L100.form378, 142, 600, 17, true
P0.5N2L100.form379, 124, 0, 14, true
P0.5N2L100.form380, 145, 3, 44, true
P0.5N2L100.form381, 148, 52, 41, true
P0.5N2L100.form382, 130, 45, 15, true
P0.5N2L100.form383, 145, TO, 64, true
P0.5N2L100.form384, 127, 15, 80, true
P0.5N2L100.form385, 133, 1, 114, true
P0.5N2L100.form386, 154, 619, 84, true
P0.5N2L100.form387, 133, 8, 23, true
P0.5N2L100.form388, 133, 0, 47, true
P0.5N2L100.form389, 136, 28, 31, true
P0.5N2L100.form390, 154, 825, 7, true
P0.5N2L100.form391, 139, 40, 22, true
P0.5N2L100.form392, 133, TO, 40, true
P0.5N2L100.form393, 154, TO, 39, true
P0.5N2L100.form394, 142, 60, 15, true
P0.5N2L100.form395, 151, TO, 24, true
P0.5N2L100.form396, 148, 12, 99, true
P0.5N2L100.form397, 133, 0, 25, true
P0.5N2L100.form398, 139, 1892, 54, true
P0.5N2L100.form399, 133, 46, 23, true
P0.5N2L100.form400, 145, 26, 30, true
P0.5N2L100.form401, 133, 0, 26, true
P0.5N2L100.form402, 133, 57, 18, true
P0.5N2L100.form403, 142, 1, 10, true
P0.5N2L100.form404, 148, 0, 17, true
P0.5N2L100.form405, 142, 0, 96, true
P0.5N2L100.form406, 139, TO, 20, true
P0.5N2L100.form407, 154, 0, 44, true
P0.5N2L100.form408, 133, TO, 16, true
P0.5N2L100.form409, 148, TO, 25, true
P0.5N2L100.form410, 118, 9, 13, true
P0.5N2L100.form411, 136, 85, 41, true
P0.5N2L100.form412, 130, 1, 87, true
P0.5N2L100.form413, 136, 1481, 33, true
P0.5N2L100.form414, 151, TO, 365, true
P0.5N2L100.form415, 124, TO, 108, true
P0.5N2L100.form416, 148, TO, 33, true
P0.5N2L100.form417, 148, 151, 6, true
P0.5N2L100.form418, 139, 14, 23, true
P0.5N2L100.form419, 136, 0, 20, true
P0.5N2L100.form420, 139, 803, 85, true
P0.5N2L100.form421, 145, 0, 26, true
P0.5N2L100.form422, 136, 539, 17, true
P0.5N2L100.form423, 145, TO, 90, true
P0.5N2L100.form424, 127, 11, 127, true
P0.5N2L100.form425, 136, TO, 70, true
P0.5N2L100.form426, 124, 0, 117, true
P0.5N2L100.form427, 139, 28, 36, true
P0.5N2L100.form428, 157, 0, 52, true
P0.5N2L100.form429, 145, TO, 52, true
P0.5N2L100.form430, 130, 1, 26, true
P0.5N2L100.form431, 136, 816, 11, true
P0.5N2L100.form432, 130, 0, 28, true
P0.5N2L100.form433, 130, TO, 85, true
P0.5N2L100.form434, 142, TO, 26, true
P0.5N2L100.form435, 136, 24, 48, true
P0.5N2L100.form436, 148, 7, 13, true
P0.5N2L100.form437, 136, 50, 17, true
P0.5N2L100.form438, 139, 0, 33, true
P0.5N2L100.form439, 136, 22, 15, true
P0.5N2L100.form440, 127, 0, 8, true
P0.5N2L100.form441, 139, 16, 31, true
P0.5N2L100.form442, 154, 528, 25, true
P0.5N2L100.form443, 142, 0, 28, true
P0.5N2L100.form444, 142, 0, 24, true
P0.5N2L100.form445, 136, 0, 51, true
P0.5N2L100.form446, 136, 1, 26, true
P0.5N2L100.form447, 148, TO, 14, true
P0.5N2L100.form448, 142, 0, 65, true
P0.5N2L100.form449, 139, 0, 69, true
P0.5N2L100.form450, 136, 5, 108, true
P0.5N2L100.form451, 130, 17, 39, true
P0.5N2L100.form452, 133, TO, 31, true
P0.5N2L100.form453, 139, 0, 36, true
P0.5N2L100.form454, 127, 0, 23, true
P0.5N2L100.form455, 130, 1, 22, true
P0.5N2L100.form456, 136, 0, 22, true
P0.5N2L100.form457, 136, 0, 45, true
P0.5N2L100.form458, 130, 1, 34, true
P0.5N2L100.form459, 136, 81, 38, true
P0.5N2L100.form460, 133, 0, 18, true
P0.5N2L100.form461, 145, 1, 12, true
P0.5N2L100.form462, 133, TO, 59, true
P0.5N2L100.form463, 130, 8, 58, true
P0.5N2L100.form464, 121, 1520, 10, true
P0.5N2L100.form465, 133, 1646, 45, true
P0.5N2L100.form466, 139, 0, 11, true
P0.5N2L100.form467, 136, 0, 39, true
P0.5N2L100.form468, 133, 1494, 102, true
P0.5N2L100.form469, 151, 0, 12, true
P0.5N2L100.form470, 130, 4, 17, true
P0.5N2L100.form471, 127, 0, 17, true
P0.5N2L100.form472, 142, 4, 29, true
P0.5N2L100.form473, 124, 24, 28, true
P0.5N2L100.form474, 145, TO, 88, true
P0.5N2L100.form475, 136, 0, 44, true
P0.5N2L100.form476, 139, 0, 10, true
P0.5N2L100.form477, 127, 97, 36, true
P0.5N2L100.form478, 148, 0, 21, true
P0.5N2L100.form479, 121, 0, 10, true
P0.5N2L100.form480, 142, TO, 75, true
P0.5N2L100.form481, 145, 1474, 33, true
P0.5N2L100.form482, 121, 0, 9, true
P0.5N2L100.form483, 139, 238, 34, true
P0.5N2L100.form484, 142, 24, 37, true
P0.5N2L100.form485, 160, TO, 63, true
P0.5N2L100.form486, 151, 0, 26, true
P0.5N2L100.form487, 136, 91, 35, true
P0.5N2L100.form488, 133, 876, 51, true
P0.5N2L100.form489, 130, 0, 15, true
P0.5N2L100.form490, 142, 42, 11, true
P0.5N2L100.form491, 130, 8, 72, true
P0.5N2L100.form492, 136, 0, 65, true
P0.5N2L100.form493, 145, 0, 23, true
P0.5N2L100.form494, 124, 1, 41, true
P0.5N2L100.form495, 136, 523, 42, true
P0.5N2L100.form496, 148, 72, 19, true
P0.5N2L100.form497, 148, 198, 35, true
P0.5N2L100.form498, 130, 0, 23, true
P0.5N2L100.form499, 145, 154, 31, true
P0.5N2L20.form, 23, 5, 2, true
P0.5N2L20.form1, 23, 0, 0, true
P0.5N2L20.form2, 32, 0, 1, true
P0.5N2L20.form3, 23, 5, 1, true
P0.5N2L20.form4, 26, 0, 2, true
P0.5N2L20.form5, 32, 0, 0, true
P0.5N2L20.form6, 26, 18, 2, true
P0.5N2L20.form7, 23, 5, 1, true
P0.5N2L20.form8, 29, 36, 2, true
P0.5N2L20.form9, 26, 3, 1, true
P0.5N2L20.form10, 32, 248, 1, true
P0.5N2L20.form11, 23, 2, 0, true
P0.5N2L20.form12, 32, 23, 0, true
P0.5N2L20.form13, 23, 7, 2, true
P0.5N2L20.form14, 32, 18, 1, true
P0.5N2L20.form15, 35, 12, 1, true
P0.5N2L20.form16, 29, 3, 1, true
P0.5N2L20.form17, 32, 34, 1, true
P0.5N2L20.form18, 20, 2, 0, true
P0.5N2L20.form19, 26, 0, 0, true
P0.5N2L20.form20, 26, 0, 3, true
P0.5N2L20.form21, 29, 0, 1, true
P0.5N2L20.form22, 29, 2, 1, true
P0.5N2L20.form23, 26, 0, 1, true
P0.5N2L20.form24, 29, 0, 1, true
P0.5N2L20.form25, 23, 2, 1, true
P0.5N2L20.form26, 32, 5, 0, true
P0.5N2L20.form27, 29, 28, 1, true
P0.5N2L20.form28, 35, 20, 2, true
P0.5N2L20.form29, 32, 1, 0, true
P0.5N2L20.form30, 29, 65, 1, true
P0.5N2L20.form31, 29, 0, 2, true
P0.5N2L20.form32, 29, 6, 1, true
P0.5N2L20.form33, 26, 1, 0, true
P0.5N2L20.form34, 26, 220, 1, true
P0.5N2L20.form35, 32, 64, 2, true
P0.5N2L20.form36, 29, 20, 2, true
P0.5N2L20.form37, 29, 16, 1, true
P0.5N2L20.form38, 23, 0, 2, true
P0.5N2L20.form39, 29, 40, 2, true
P0.5N2L20.form40, 29, 8, 1, true
P0.5N2L20.form41, 26, 0, 1, true
P0.5N2L20.form42, 29, 18, 1, true
P0.5N2L20.form43, 32, 10, 1, true
P0.5N2L20.form44, 29, 17, 0, true
P0.5N2L20.form45, 26, 19, 1, true
P0.5N2L20.form46, 23, 7, 1, true
P0.5N2L20.form47, 26, 8, 1, true
P0.5N2L20.form48, 23, 1, 0, true
P0.5N2L20.form49, 20, 3, 1, true
P0.5N2L20.form50, 23, 2, 0, true
P0.5N2L20.form51, 26, 0, 0, true
P0.5N2L20.form52, 23, 0, 4, true
P0.5N2L20.form53, 29, 111, 2, true
P0.5N2L20.form54, 20, 0, 1, true
P0.5N2L20.form55, 29, 0, 1, true
P0.5N2L20.form56, 26, 87, 3, true
P0.5N2L20.form57, 23, 0, 0, true
P0.5N2L20.form58, 20, 29, 1, true
P0.5N2L20.form59, 26, 469, 1, true
P0.5N2L20.form60, 23, 0, 1, true
P0.5N2L20.form61, 38, 601, 1, true
P0.5N2L20.form62, 32, 8, 1, true
P0.5N2L20.form63, 23, 28, 1, true
P0.5N2L20.form64, 29, 0, 1, true
P0.5N2L20.form65, 23, 7, 1, true
P0.5N2L20.form66, 26, 0, 0, true
P0.5N2L20.form67, 29, 5, 2, true
P0.5N2L20.form68, 29, 6, 1, true
P0.5N2L20.form69, 29, 2, 2, true
P0.5N2L20.form70, 26, 0, 0, true
P0.5N2L20.form71, 20, 0, 0, true
P0.5N2L20.form72, 32, 3, 1, true
P0.5N2L20.form73, 26, 12, 2, true
P0.5N2L20.form74, 26, 9, 0, true
P0.5N2L20.form75, 23, 2, 0, true
P0.5N2L20.form76, 29, 32, 1, true
P0.5N2L20.form77, 26, 0, 0, true
P0.5N2L20.form78, 32, 56, 2, true
P0.5N2L20.form79, 20, 0, 1, true
P0.5N2L20.form80, 26, 31, 1, true
P0.5N2L20.form81, 26, 2, 1, true
P0.5N2L20.form82, 26, 4, 1, true
P0.5N2L20.form83, 23, 6, 1, true
P0.5N2L20.form84, 35, 94, 1, true
P0.5N2L20.form85, 26, 9, 1, true
P0.5N2L20.form86, 26, 13, 0, true
P0.5N2L20.form87, 35, 9, 1, true
P0.5N2L20.form88, 26, 31, 0, true
P0.5N2L20.form89, 29, 0, 0, true
P0.5N2L20.form90, 23, 0, 1, true
P0.5N2L20.form91, 20, 4, 1, true
P0.5N2L20.form92, 26, 0, 1, true
P0.5N2L20.form93, 26, 1, 1, true
P0.5N2L20.form94, 26, 0, 0, true
P0.5N2L20.form95, 23, 4, 1, true
P0.5N2L20.form96, 32, 0, 1, true
P0.5N2L20.form97, 35, 20, 2, true
P0.5N2L20.form98, 26, 8, 1, true
P0.5N2L20.form99, 26, 10, 2, true
P0.5N2L20.form100, 23, 5, 0, true
P0.5N2L20.form101, 23, 5, 0, true
P0.5N2L20.form102, 20, 0, 1, true
P0.5N2L20.form103, 23, 0, 1, true
P0.5N2L20.form104, 38, 14, 1, true
P0.5N2L20.form105, 20, 8, 1, true
P0.5N2L20.form106, 32, 21, 1, true
P0.5N2L20.form107, 26, 17, 1, true
P0.5N2L20.form108, 23, 0, 0, true
P0.5N2L20.form109, 29, 6, 1, true
P0.5N2L20.form110, 29, 10, 1, true
P0.5N2L20.form111, 29, 4, 1, true
P0.5N2L20.form112, 23, 7, 1, true
P0.5N2L20.form113, 26, 2, 0, true
P0.5N2L20.form114, 29, 4, 1, true
P0.5N2L20.form115, 23, 21, 5, true
P0.5N2L20.form116, 23, 0, 1, true
P0.5N2L20.form117, 26, 40, 1, true
P0.5N2L20.form118, 26, 0, 0, true
P0.5N2L20.form119, 23, 0, 0, true
P0.5N2L20.form120, 26, 1, 0, true
P0.5N2L20.form121, 20, 2, 1, true
P0.5N2L20.form122, 29, 184, 2, true
P0.5N2L20.form123, 29, 23, 1, true
P0.5N2L20.form124, 26, 10, 1, true
P0.5N2L20.form125, 23, 0, 1, true
P0.5N2L20.form126, 32, 8, 0, true
P0.5N2L20.form127, 29, 137, 5, true
P0.5N2L20.form128, 20, 10, 2, true
P0.5N2L20.form129, 32, 29, 2, true
P0.5N2L20.form130, 38, 22, 1, true
P0.5N2L20.form131, 29, 12, 1, true
P0.5N2L20.form132, 26, 4, 1, true
P0.5N2L20.form133, 29, 0, 4, true
P0.5N2L20.form134, 23, 0, 1, true
P0.5N2L20.form135, 26, 3, 1, true
P0.5N2L20.form136, 26, 3, 0, true
P0.5N2L20.form137, 29, 17, 1, true
P0.5N2L20.form138, 26, 3, 0, true
P0.5N2L20.form139, 32, 0, 1, true
P0.5N2L20.form140, 20, 0, 1, true
P0.5N2L20.form141, 29, 79, 3, true
P0.5N2L20.form142, 29, 0, 1, true
P0.5N2L20.form143, 29, 0, 1, true
P0.5N2L20.form144, 29, 4, 1, true
P0.5N2L20.form145, 26, 1, 1, true
P0.5N2L20.form146, 20, 14, 2, true
P0.5N2L20.form147, 29, 3, 1, true
P0.5N2L20.form148, 26, 0, 1, true
P0.5N2L20.form149, 20, 0, 1, true
P0.5N2L20.form150, 35, 29, 0, true
P0.5N2L20.form151, 26, 7, 1, true
P0.5N2L20.form152, 23, 0, 1, true
P0.5N2L20.form153, 29, 6, 1, true
P0.5N2L20.form154, 26, 2, 1, true
P0.5N2L20.form155, 23, 4, 0, true
P0.5N2L20.form156, 29, 8, 1, true
P0.5N2L20.form157, 29, 0, 1, true
P0.5N2L20.form158, 26, 6, 1, true
P0.5N2L20.form159, 26, 1, 1, true
P0.5N2L20.form160, 29, 15, 0, true
P0.5N2L20.form161, 26, 2, 0, true
P0.5N2L20.form162, 26, 15, 1, true
P0.5N2L20.form163, 29, 0, 1, true
P0.5N2L20.form164, 26, 27, 1, true
P0.5N2L20.form165, 26, 2, 1, true
P0.5N2L20.form166, 26, 2, 1, true
P0.5N2L20.form167, 23, 7, 0, true
P0.5N2L20.form168, 26, 4, 1, true
