formula, size, congruence, reverse, result 
P0.5N4L40.form411, 58, TO, 1613, true
P0.5N4L40.form412, 43, 0, TO, true
P0.5N4L40.form413, 52, 0, 558, true
P0.5N4L40.form414, 67, TO, 200, true
P0.5N4L40.form415, 58, 73, 304, true
P0.5N4L40.form416, 61, TO, 382, true
P0.5N4L40.form417, 58, TO, 1009, true
P0.5N4L40.form418, 58, TO, 686, true
P0.5N4L40.form419, 52, 0, 272, true
P0.5N4L40.form420, 58, TO, 239, true
P0.5N4L40.form421, 43, 0, 11, true
P0.5N4L40.form422, 46, 5, 85, true
P0.5N4L40.form423, 58, 107, 46, true
P0.5N4L40.form424, 46, 1, 34, true
P0.5N4L40.form425, 55, 0, 29, true
P0.5N4L40.form426, 58, TO, 478, true
P0.5N4L40.form427, 49, 0, 377, true
P0.5N4L40.form428, 55, 2, 152, true
P0.5N4L40.form429, 49, 36, 46, true
P0.5N4L40.form430, 46, 0, 217, true
P0.5N4L40.form431, 55, TO, 279, true
P0.5N4L40.form432, 49, 0, 355, true
P0.5N4L40.form433, 52, 106, 198, true
P0.5N4L40.form434, 46, 0, 33, true
P0.5N4L40.form435, 64, 13, 26, true
P0.5N4L40.form436, 52, 1, 349, true
P0.5N4L40.form437, 61, TO, 707, true
P0.5N4L40.form438, 64, 2, 94, true
P0.5N4L40.form439, 55, TO, 208, true
P0.5N4L40.form440, 58, TO, 258, true
P0.5N4L40.form441, 70, TO, 1282, true
P0.5N4L40.form442, 52, 339, 96, true
P0.5N4L40.form443, 55, TO, 113, true
P0.5N4L40.form444, 52, 0, 222, true
P0.5N4L40.form445, 52, 96, 494, true
P0.5N4L40.form446, 52, TO, TO, TO
P0.5N4L40.form447, 55, TO, 498, true
P0.5N4L40.form448, 55, 263, 50, true
P0.5N4L40.form449, 58, 4, TO, true
P0.5N4L40.form450, 55, 0, 210, true
P0.5N4L40.form451, 58, 1029, 104, true
P0.5N4L40.form452, 49, 0, 82, true
P0.5N4L40.form453, 58, 43, 355, true
P0.5N4L40.form454, 52, 1189, 125, true
P0.5N4L40.form455, 49, 0, 445, true
P0.5N4L40.form456, 52, 198, 202, true
P0.5N4L40.form457, 58, 3, 70, true
P0.5N4L40.form458, 55, 9, 31, true
P0.5N4L40.form459, 49, 0, 539, true
P0.5N4L40.form460, 58, TO, 340, true
P0.5N4L40.form461, 49, 57, 38, true
P0.5N4L40.form462, 52, TO, 1514, true
P0.5N4L40.form463, 55, 16, 300, true
P0.5N4L40.form464, 52, 1, 109, true
P0.5N4L40.form465, 49, 4, 69, true
P0.5N4L40.form466, 52, 389, 135, true
P0.5N4L40.form467, 49, 35, 248, true
P0.5N4L40.form468, 58, 41, 93, true
P0.5N4L40.form469, 55, 0, 31, true
P0.5N4L40.form470, 55, 0, TO, true
P0.5N4L40.form471, 52, TO, 34, true
P0.5N4L40.form472, 52, 5, 194, true
P0.5N4L40.form473, 52, 2, 348, true
P0.5N4L40.form474, 46, 1, 101, true
P0.5N4L40.form475, 55, 281, 27, true
P0.5N4L40.form476, 55, 0, 176, true
P0.5N4L40.form477, 55, 834, 362, true
P0.5N4L40.form478, 58, 0, 53, true
P0.5N4L40.form479, 49, 597, 179, true
P0.5N4L40.form480, 55, 0, 51, true
P0.5N4L40.form481, 46, 1047, 117, true
P0.5N4L40.form482, 61, 55, 126, true
P0.5N4L40.form483, 64, TO, 297, true
P0.5N4L40.form484, 55, 0, 121, true
P0.5N4L40.form485, 61, TO, 102, true
P0.5N4L40.form486, 61, 69, 74, true
P0.5N4L40.form487, 55, 24, 8, true
P0.5N4L40.form488, 64, TO, 810, true
P0.5N4L40.form489, 58, TO, TO, TO
P0.5N4L40.form490, 46, 10, 98, true
P0.5N4L40.form491, 46, 0, 124, true
P0.5N4L40.form492, 43, 5, 118, true
P0.5N4L40.form493, 55, 123, 34, true
P0.5N4L40.form494, 58, 0, 208, true
P0.5N4L40.form495, 64, TO, 500, true
P0.5N4L40.form496, 46, 1, 29, true
P0.5N4L40.form497, 46, 0, 266, true
P0.5N4L40.form498, 58, 0, 481, true
P0.5N4L40.form499, 67, 1, 354, true
P0.5N4L50.form, 59, 32, 215, true
P0.5N4L50.form1, 59, TO, TO, TO
P0.5N4L50.form2, 62, 55, 911, true
P0.5N4L50.form3, 62, TO, 446, true
P0.5N4L50.form4, 65, 0, 400, true
P0.5N4L50.form5, 62, 0, 90, true
P0.5N4L50.form6, 74, 10, 899, true
P0.5N4L50.form7, 62, TO, 1547, true
P0.5N4L50.form8, 71, 0, 383, true
P0.5N4L50.form9, 65, 0, 1140, true
P0.5N4L50.form10, 62, 0, 448, true
P0.5N4L50.form11, 71, TO, 1137, true
P0.5N4L50.form12, 71, TO, 1333, true
P0.5N4L50.form13, 68, TO, 339, true
P0.5N4L50.form14, 68, 95, 553, true
P0.5N4L50.form15, 53, 0, 736, true
P0.5N4L50.form16, 68, 12, 1273, true
P0.5N4L50.form17, 68, 6, 201, true
P0.5N4L50.form18, 77, TO, TO, TO
P0.5N4L50.form19, 62, 14, 328, true
P0.5N4L50.form20, 71, TO, 474, true
P0.5N4L50.form21, 59, 0, 1083, true
P0.5N4L50.form22, 71, TO, 900, true
P0.5N4L50.form23, 68, TO, TO, TO
P0.5N4L50.form24, 65, 0, 150, true
P0.5N4L50.form25, 74, TO, 243, true
P0.5N4L50.form26, 62, 2, 48, true
P0.5N4L50.form27, 53, 14, 170, true
P0.5N4L50.form28, 65, TO, TO, TO
P0.5N4L50.form29, 65, TO, 1225, true
P0.5N4L50.form30, 71, TO, TO, TO
P0.5N4L50.form31, 65, 1621, 1011, true
P0.5N4L50.form32, 74, 46, 313, true
P0.5N4L50.form33, 56, 46, 302, true
P0.5N4L50.form34, 62, 0, 702, true
P0.5N4L50.form35, 71, 20, 413, true
P0.5N4L50.form36, 68, 0, 204, true
P0.5N4L50.form37, 83, TO, 1330, true
P0.5N4L50.form38, 65, 0, 1157, true
P0.5N4L50.form39, 62, 137, 932, true
P0.5N4L50.form40, 62, 0, 346, true
P0.5N4L50.form41, 65, TO, 153, true
P0.5N4L50.form42, 65, 80, 632, true
P0.5N4L50.form43, 71, 67, 600, true
P0.5N4L50.form44, 59, 738, TO, true
P0.5N4L50.form45, 68, 1127, 1394, true
P0.5N4L50.form46, 62, 7, 435, true
P0.5N4L50.form47, 74, 475, 104, true
P0.5N4L50.form48, 74, 161, 210, true
P0.5N4L50.form49, 68, 0, 204, true
P0.5N4L50.form50, 62, TO, 812, true
P0.5N4L50.form51, 68, 55, 221, true
P0.5N4L50.form52, 65, 1, 555, true
P0.5N4L50.form53, 65, 1, 273, true
P0.5N4L50.form54, 62, TO, TO, TO
P0.5N4L50.form55, 59, 0, 109, true
P0.5N4L50.form56, 65, 1297, 1191, true
P0.5N4L50.form57, 71, 19, 358, true
P0.5N4L50.form58, 71, TO, TO, TO
P0.5N4L50.form59, 68, TO, 1901, true
P0.5N4L50.form60, 65, 1362, 1264, true
P0.5N4L50.form61, 80, 40, 265, true
P0.5N4L50.form62, 68, TO, TO, TO
P0.5N4L50.form63, 74, 0, 363, true
P0.5N4L50.form64, 71, 16, 1368, true
P0.5N4L50.form65, 80, TO, 334, true
P0.5N4L50.form66, 71, 0, 148, true
P0.5N4L50.form67, 68, 0, 1003, true
P0.5N4L50.form68, 77, TO, 109, true
P0.5N4L50.form69, 65, 0, 92, true
P0.5N4L50.form70, 68, 114, 309, true
P0.5N4L50.form71, 59, 2, 484, true
P0.5N4L50.form72, 65, 1269, 129, true
P0.5N4L50.form73, 68, 0, 177, true
P0.5N4L50.form74, 62, 0, 378, true
P0.5N4L50.form75, 71, 0, 73, true
P0.5N4L50.form76, 62, 3, 245, true
P0.5N4L50.form77, 77, TO, TO, TO
P0.5N4L50.form78, 71, 0, 445, true
P0.5N4L50.form79, 74, TO, TO, TO
P0.5N4L50.form80, 62, 208, 246, true
P0.5N4L50.form81, 65, 1, 358, true
P0.5N4L50.form82, 68, 17, 503, true
P0.5N4L50.form83, 68, 185, 630, true
P0.5N4L50.form84, 74, 480, 911, true
P0.5N4L50.form85, 77, TO, 1031, true
P0.5N4L50.form86, 74, 283, 286, true
P0.5N4L50.form87, 71, TO, 534, true
P0.5N4L50.form88, 65, 0, 65, true
P0.5N4L50.form89, 65, 0, 840, true
P0.5N4L50.form90, 68, 1, 125, true
P0.5N4L50.form91, 77, TO, 555, true
P0.5N4L50.form92, 65, 160, 1606, true
P0.5N4L50.form93, 62, 0, 778, true
P0.5N4L50.form94, 83, TO, 350, true
P0.5N4L50.form95, 74, 0, 264, true
P0.5N4L50.form96, 68, TO, 196, true
P0.5N4L50.form97, 62, 0, 887, true
P0.5N4L50.form98, 68, 1, 420, true
P0.5N4L50.form99, 62, 0, 474, true
P0.5N4L50.form100, 74, 415, 341, true
P0.5N4L50.form101, 77, 1, 214, true
P0.5N4L50.form102, 68, 74, 1720, true
P0.5N4L50.form103, 65, 0, TO, true
P0.5N4L50.form104, 71, 0, 747, true
P0.5N4L50.form105, 62, 27, 227, true
P0.5N4L50.form106, 68, TO, 1235, true
P0.5N4L50.form107, 77, TO, TO, TO
P0.5N4L50.form108, 74, 1338, 720, true
P0.5N4L50.form109, 62, 0, 681, true
P0.5N4L50.form110, 65, TO, 368, true
P0.5N4L50.form111, 62, TO, 1041, true
P0.5N4L50.form112, 62, 231, 1130, true
P0.5N4L50.form113, 68, 0, 369, true
P0.5N4L50.form114, 62, 0, 871, true
P0.5N4L50.form115, 74, 0, 638, true
P0.5N4L50.form116, 74, 0, 582, true
P0.5N4L50.form117, 65, 390, 315, true
P0.5N4L50.form118, 77, 9, 349, true
P0.5N4L50.form119, 53, 1833, 1446, true
P0.5N4L50.form120, 71, 40, 1537, true
P0.5N4L50.form121, 71, 0, 1434, true
P0.5N4L50.form122, 59, 1, 1630, true
P0.5N4L50.form123, 65, 3, 51, true
P0.5N4L50.form124, 68, TO, 1334, true
P0.5N4L50.form125, 68, 15, 290, true
P0.5N4L50.form126, 65, 0, 168, true
P0.5N4L50.form127, 65, 0, 489, true
P0.5N4L50.form128, 65, 83, 228, true
P0.5N4L50.form129, 77, 88, 842, true
P0.5N4L50.form130, 71, 0, TO, true
P0.5N4L50.form131, 74, TO, TO, TO
P0.5N4L50.form132, 65, TO, 694, true
P0.5N4L50.form133, 62, 0, 315, true
P0.5N4L50.form134, 65, 460, 1975, true
P0.5N4L50.form135, 62, 465, 297, true
P0.5N4L50.form136, 65, 0, 193, true
P0.5N4L50.form137, 71, TO, 962, true
P0.5N4L50.form138, 65, 516, 326, true
P0.5N4L50.form139, 71, TO, TO, TO
P0.5N4L50.form140, 62, 102, 982, true
P0.5N4L50.form141, 68, 1, 1546, true
P0.5N4L50.form142, 68, 0, 1344, true
P0.5N4L50.form143, 65, TO, 31, true
P0.5N4L50.form144, 65, 0, 830, true
P0.5N4L50.form145, 68, 0, 491, true
P0.5N4L50.form146, 56, 0, 895, true
P0.5N4L50.form147, 68, TO, TO, TO
P0.5N4L50.form148, 71, 0, 23, true
P0.5N4L50.form149, 74, 0, 1898, true
P0.5N4L50.form150, 74, TO, 789, true
P0.5N4L50.form151, 68, TO, 928, true
P0.5N4L50.form152, 59, TO, 399, true
P0.5N4L50.form153, 77, TO, 1420, true
P0.5N4L50.form154, 65, TO, 751, true
P0.5N4L50.form155, 65, 526, 251, true
P0.5N4L50.form156, 71, TO, 1251, true
P0.5N4L50.form157, 56, 1, 153, true
P0.5N4L50.form158, 71, 1620, TO, true
P0.5N4L50.form159, 65, 200, 471, true
P0.5N4L50.form160, 74, 598, 987, true
P0.5N4L50.form161, 56, 0, 57, true
P0.5N4L50.form162, 74, 1297, 1842, true
P0.5N4L50.form163, 65, 0, 258, true
P0.5N4L50.form164, 68, 0, 160, true
P0.5N4L50.form165, 65, 4, 141, true
P0.5N4L50.form166, 68, 0, 481, true
P0.5N4L50.form167, 71, 181, 325, true
P0.5N4L50.form168, 62, 27, 291, true
P0.5N4L50.form169, 68, 1579, 290, true
P0.5N4L50.form170, 65, 69, 1464, true
P0.5N4L50.form171, 65, 40, 145, true
P0.5N4L50.form172, 65, 1, 654, true
P0.5N4L50.form173, 77, 1, TO, true
P0.5N4L50.form174, 68, 0, 1973, true
P0.5N4L50.form175, 80, TO, 1455, true
P0.5N4L50.form176, 74, 289, 333, true
P0.5N4L50.form177, 65, TO, TO, TO
P0.5N4L50.form178, 62, 0, 1585, true
P0.5N4L50.form179, 59, 0, 124, true
P0.5N4L50.form180, 65, 17, 262, true
P0.5N4L50.form181, 77, TO, 425, true
P0.5N4L50.form182, 68, 0, 621, true
P0.5N4L50.form183, 65, 0, TO, true
P0.5N4L50.form184, 68, 175, 509, true
P0.5N4L50.form185, 74, 0, 367, true
P0.5N4L50.form186, 68, TO, TO, TO
P0.5N4L50.form187, 80, 0, TO, true
P0.5N4L50.form188, 74, TO, 677, true
P0.5N4L50.form189, 74, 0, TO, true
P0.5N4L50.form190, 71, 0, 352, true
P0.5N4L50.form191, 68, 0, 235, true
P0.5N4L50.form192, 74, 25, 60, true
P0.5N4L50.form193, 68, TO, 376, true
P0.5N4L50.form194, 77, 0, 159, true
P0.5N4L50.form195, 62, 319, 340, true
P0.5N4L50.form196, 65, 6, 209, true
P0.5N4L50.form197, 65, 0, 429, true
P0.5N4L50.form198, 86, TO, 354, true
P0.5N4L50.form199, 65, 0, 329, true
P0.5N4L50.form200, 71, TO, 1568, true
P0.5N4L50.form201, 65, 45, 138, true
P0.5N4L50.form202, 74, TO, 988, true
P0.5N4L50.form203, 59, 0, 684, true
P0.5N4L50.form204, 68, 7, 594, true
P0.5N4L50.form205, 71, 0, 82, true
P0.5N4L50.form206, 77, 614, 1384, true
P0.5N4L50.form207, 80, TO, 692, true
P0.5N4L50.form208, 59, 0, 347, true
P0.5N4L50.form209, 71, 0, 598, true
P0.5N4L50.form210, 74, TO, 524, true
P0.5N4L50.form211, 74, 129, 473, true
P0.5N4L50.form212, 68, 0, 1556, true
P0.5N4L50.form213, 68, 235, 622, true
P0.5N4L50.form214, 71, 0, 677, true
P0.5N4L50.form215, 68, 871, 276, true
P0.5N4L50.form216, 65, 13, 451, true
P0.5N4L50.form217, 56, 144, 353, true
P0.5N4L50.form218, 71, 5, 1145, true
P0.5N4L50.form219, 74, 0, 91, true
P0.5N4L50.form220, 71, 0, 1252, true
P0.5N4L50.form221, 68, 0, 583, true
P0.5N4L50.form222, 74, 33, 317, true
P0.5N4L50.form223, 65, 14, 340, true
P0.5N4L50.form224, 80, TO, 124, true
P0.5N4L50.form225, 62, 0, 1911, true
P0.5N4L50.form226, 59, 3, 125, true
P0.5N4L50.form227, 59, 821, 1622, true
P0.5N4L50.form228, 77, 0, 416, true
P0.5N4L50.form229, 59, 137, 434, true
P0.5N4L50.form230, 68, 0, 1767, true
P0.5N4L50.form231, 71, 2, 215, true
P0.5N4L50.form232, 68, 585, 1385, true
P0.5N4L50.form233, 71, TO, 394, true
P0.5N4L50.form234, 59, 0, 100, true
P0.5N4L50.form235, 71, 63, 501, true
P0.5N4L50.form236, 74, TO, 1193, true
P0.5N4L50.form237, 68, 432, 348, true
P0.5N4L50.form238, 74, 0, 85, true
P0.5N4L50.form239, 65, 44, 250, true
P0.5N4L50.form240, 80, TO, TO, TO
P0.5N4L50.form241, 74, 10, 78, true
P0.5N4L50.form242, 68, 26, 225, true
P0.5N4L50.form243, 65, 870, 1406, true
P0.5N4L50.form244, 71, TO, 1446, true
P0.5N4L50.form245, 62, 8, 198, true
P0.5N4L50.form246, 74, TO, TO, TO
P0.5N4L50.form247, 74, 113, 314, true
P0.5N4L50.form248, 68, TO, 1128, true
P0.5N4L50.form249, 74, TO, 767, true
P0.5N4L50.form250, 62, 10, 1420, true
P0.5N4L50.form251, 62, 0, 118, true
P0.5N4L50.form252, 59, 0, 1018, true
P0.5N4L50.form253, 71, 0, 545, true
P0.5N4L50.form254, 62, 0, 19, true
P0.5N4L50.form255, 68, 12, 559, true
P0.5N4L50.form256, 65, 675, 688, true
P0.5N4L50.form257, 77, 0, 622, true
P0.5N4L50.form258, 68, 0, 285, true
P0.5N4L50.form259, 71, 1097, 413, true
P0.5N4L50.form260, 74, TO, 1016, true
P0.5N4L50.form261, 77, 136, 52, true
P0.5N4L50.form262, 77, 45, 613, true
P0.5N4L50.form263, 59, 55, 173, true
P0.5N4L50.form264, 68, TO, 984, true
P0.5N4L50.form265, 71, 0, 247, true
P0.5N4L50.form266, 71, 1, 207, true
P0.5N4L50.form267, 77, 488, 346, true
P0.5N4L50.form268, 80, 1962, 1318, true
P0.5N4L50.form269, 77, TO, 536, true
P0.5N4L50.form270, 68, 773, 401, true
P0.5N4L50.form271, 71, TO, 630, true
P0.5N4L50.form272, 71, 0, 388, true
P0.5N4L50.form273, 62, TO, 1792, true
P0.5N4L50.form274, 83, 9, 306, true
P0.5N4L50.form275, 80, 1839, 460, true
P0.5N4L50.form276, 77, 767, 543, true
P0.5N4L50.form277, 68, TO, 662, true
P0.5N4L50.form278, 62, 5, 1136, true
P0.5N4L50.form279, 77, TO, 870, true
P0.5N4L50.form280, 68, 0, 82, true
P0.5N4L50.form281, 59, 0, 1244, true
P0.5N4L50.form282, 71, 371, 1746, true
P0.5N4L50.form283, 62, 519, 19, true
P0.5N4L50.form284, 71, 321, 1597, true
P0.5N4L50.form285, 74, 0, TO, true
P0.5N4L50.form286, 71, 194, 247, true
P0.5N4L50.form287, 68, 900, 1457, true
P0.5N4L50.form288, 71, 0, 349, true
P0.5N4L50.form289, 65, 0, TO, true
P0.5N4L50.form290, 74, 0, 579, true
P0.5N4L50.form291, 62, TO, TO, TO
P0.5N4L50.form292, 71, 0, 501, true
P0.5N4L50.form293, 59, 4, 265, true
P0.5N4L50.form294, 65, TO, 174, true
P0.5N4L50.form295, 68, 91, 1002, true
P0.5N4L50.form296, 74, 1, 661, true
P0.5N4L50.form297, 65, 0, 268, true
P0.5N4L50.form298, 71, 0, 1108, true
P0.5N4L50.form299, 62, TO, 469, true
P0.5N4L50.form300, 68, 382, 214, true
P0.5N4L50.form301, 65, 0, 1836, true
P0.5N4L50.form302, 68, 1, 381, true
P0.5N4L50.form303, 74, 0, TO, true
P0.5N4L50.form304, 56, 0, 330, true
P0.5N4L50.form305, 68, TO, 443, true
P0.5N4L50.form306, 71, 0, 251, true
P0.5N4L50.form307, 74, 23, 1250, true
P0.5N4L50.form308, 65, 90, 1254, true
P0.5N4L50.form309, 65, 1, 510, true
P0.5N4L50.form310, 68, 0, 54, true
P0.5N4L50.form311, 80, 659, 1381, true
P0.5N4L50.form312, 74, 1466, TO, true
P0.5N4L50.form313, 86, 1, 1117, true
P0.5N4L50.form314, 68, TO, 73, true
P0.5N4L50.form315, 74, 0, 293, true
P0.5N4L50.form316, 83, TO, 257, true
P0.5N4L50.form317, 74, 35, 860, true
P0.5N4L50.form318, 65, 94, 452, true
P0.5N4L50.form319, 71, TO, 474, true
P0.5N4L50.form320, 77, 0, 976, true
P0.5N4L50.form321, 77, TO, TO, TO
P0.5N4L50.form322, 65, 0, 90, true
P0.5N4L50.form323, 65, 1422, 355, true
P0.5N4L50.form324, 74, TO, 926, true
P0.5N4L50.form325, 68, 0, 794, true
P0.5N4L50.form326, 74, TO, 686, true
P0.5N4L50.form327, 80, 0, TO, true
P0.5N4L50.form328, 68, 8, 704, true
P0.5N4L50.form329, 68, 0, 721, true
P0.5N4L50.form330, 74, 1344, TO, true
P0.5N4L50.form331, 68, 0, 297, true
P0.5N4L50.form332, 68, 0, 868, true
P0.5N4L50.form333, 68, 0, 547, true
P0.5N4L50.form334, 65, TO, 1252, true
P0.5N4L50.form335, 68, 1, 346, true
P0.5N4L50.form336, 74, 0, 674, true
P0.5N4L50.form337, 71, 0, 844, true
P0.5N4L50.form338, 62, TO, 505, true
P0.5N4L50.form339, 65, 13, 78, true
P0.5N4L50.form340, 68, 27, 489, true
P0.5N4L50.form341, 68, 945, 494, true
P0.5N4L50.form342, 71, 0, 523, true
P0.5N4L50.form343, 65, TO, 682, true
P0.5N4L50.form344, 65, 758, 789, true
P0.5N4L50.form345, 65, 3, 111, true
P0.5N4L50.form346, 77, 6, 921, true
P0.5N4L50.form347, 74, 239, TO, true
P0.5N4L50.form348, 71, 0, 396, true
P0.5N4L50.form349, 59, 114, 1316, true
P0.5N4L50.form350, 77, 0, 476, true
P0.5N4L50.form351, 68, 3, 305, true
P0.5N4L50.form352, 62, TO, TO, TO
P0.5N4L50.form353, 62, 495, 27, true
P0.5N4L50.form354, 59, 0, 427, true
P0.5N4L50.form355, 74, 0, 290, true
P0.5N4L50.form356, 62, 0, 55, true
P0.5N4L50.form357, 62, 1241, TO, true
P0.5N4L50.form358, 62, 0, 755, true
P0.5N4L50.form359, 68, 0, 25, true
P0.5N4L50.form360, 68, 0, 265, true
P0.5N4L50.form361, 68, 4, 806, true
P0.5N4L50.form362, 62, TO, 1401, true
P0.5N4L50.form363, 74, 1440, 372, true
P0.5N4L50.form364, 71, 303, 317, true
P0.5N4L50.form365, 71, 2, 676, true
P0.5N4L50.form366, 68, 119, 287, true
P0.5N4L50.form367, 59, TO, 1235, true
P0.5N4L50.form368, 71, TO, 1319, true
P0.5N4L50.form369, 62, 0, 620, true
P0.5N4L50.form370, 68, 35, 255, true
P0.5N4L50.form371, 77, TO, 498, true
P0.5N4L50.form372, 74, TO, 1211, true
P0.5N4L50.form373, 59, 1107, 1926, true
P0.5N4L50.form374, 83, 1, 319, true
P0.5N4L50.form375, 65, 0, 274, true
P0.5N4L50.form376, 71, 761, 1322, true
P0.5N4L50.form377, 80, TO, TO, TO
P0.5N4L50.form378, 65, 1969, 178, true
P0.5N4L50.form379, 71, 8, 752, true
P0.5N4L50.form380, 65, 8, TO, true
P0.5N4L50.form381, 68, 53, TO, true
P0.5N4L50.form382, 71, 0, 1054, true
P0.5N4L50.form383, 62, 150, 114, true
P0.5N4L50.form384, 83, 84, TO, true
P0.5N4L50.form385, 62, 3, 173, true
P0.5N4L50.form386, 80, 10, 419, true
P0.5N4L50.form387, 65, 2, 326, true
P0.5N4L50.form388, 59, 0, 914, true
P0.5N4L50.form389, 71, 0, 1159, true
P0.5N4L50.form390, 59, 13, 171, true
P0.5N4L50.form391, 62, 1220, 291, true
P0.5N4L50.form392, 71, TO, 1937, true
P0.5N4L50.form393, 65, TO, 361, true
P0.5N4L50.form394, 68, TO, 589, true
P0.5N4L50.form395, 62, 980, 233, true
P0.5N4L50.form396, 83, TO, TO, TO
P0.5N4L50.form397, 68, 273, 277, true
P0.5N4L50.form398, 74, 0, 835, true
P0.5N4L50.form399, 53, 2, 84, true
P0.5N4L50.form400, 71, 68, 787, true
P0.5N4L50.form401, 65, 25, 359, true
P0.5N4L50.form402, 59, 0, 124, true
P0.5N4L50.form403, 62, 0, 692, true
P0.5N4L50.form404, 68, TO, 483, true
P0.5N4L50.form405, 68, TO, TO, TO
P0.5N4L50.form406, 65, 0, 457, true
P0.5N4L50.form407, 74, TO, 730, true
P0.5N4L50.form408, 71, 714, 995, true
P0.5N4L50.form409, 62, 0, 98, true
P0.5N4L50.form410, 74, 0, 180, true
P0.5N4L50.form411, 68, 1, 754, true
P0.5N4L50.form412, 74, 364, 281, true
P0.5N4L50.form413, 68, 271, TO, true
P0.5N4L50.form414, 65, TO, 746, true
P0.5N4L50.form415, 65, 4, 152, true
P0.5N4L50.form416, 68, TO, TO, TO
P0.5N4L50.form417, 65, 1, 53, true
P0.5N4L50.form418, 68, TO, 1066, true
P0.5N4L50.form419, 71, 277, 417, true
P0.5N4L50.form420, 74, 327, 1529, true
P0.5N4L50.form421, 62, TO, TO, TO
P0.5N4L50.form422, 56, TO, 1626, true
P0.5N4L50.form423, 71, 0, 518, true
P0.5N4L50.form424, 68, TO, 242, true
P0.5N4L50.form425, 77, TO, TO, TO
P0.5N4L50.form426, 62, 0, 1017, true
P0.5N4L50.form427, 71, 0, 554, true
P0.5N4L50.form428, 74, TO, 1841, true
P0.5N4L50.form429, 59, 2, 628, true
P0.5N4L50.form430, 59, 216, 218, true
P0.5N4L50.form431, 62, 0, 84, true
P0.5N4L50.form432, 77, TO, TO, TO
P0.5N4L50.form433, 68, 0, 165, true
P0.5N4L50.form434, 68, 1, 457, true
P0.5N4L50.form435, 62, 5, 716, true
P0.5N4L50.form436, 62, 0, 252, true
P0.5N4L50.form437, 77, TO, 348, true
P0.5N4L50.form438, 68, 1, 137, true
P0.5N4L50.form439, 74, 395, TO, true
P0.5N4L50.form440, 62, 107, 484, true
P0.5N4L50.form441, 77, TO, 31, true
P0.5N4L50.form442, 71, TO, 798, true
P0.5N4L50.form443, 65, 0, 1154, true
P0.5N4L50.form444, 77, 2, 975, true
P0.5N4L50.form445, 71, 0, 1709, true
P0.5N4L50.form446, 59, 24, 863, true
P0.5N4L50.form447, 71, TO, TO, TO
P0.5N4L50.form448, 71, 15, 301, true
P0.5N4L50.form449, 71, TO, 270, true
P0.5N4L50.form450, 68, 0, 364, true
P0.5N4L50.form451, 71, TO, TO, TO
P0.5N4L50.form452, 68, 0, 876, true
P0.5N4L50.form453, 65, 0, 1818, true
P0.5N4L50.form454, 65, 16, TO, true
P0.5N4L50.form455, 68, TO, 507, true
P0.5N4L50.form456, 65, 74, 412, true
P0.5N4L50.form457, 77, TO, 1614, true
P0.5N4L50.form458, 59, 0, 936, true
P0.5N4L50.form459, 65, 0, 962, true
P0.5N4L50.form460, 77, 24, 203, true
P0.5N4L50.form461, 83, 625, 660, true
P0.5N4L50.form462, 71, TO, 331, true
P0.5N4L50.form463, 74, 6, 779, true
P0.5N4L50.form464, 71, 22, 212, true
P0.5N4L50.form465, 65, 237, 590, true
P0.5N4L50.form466, 65, 32, 440, true
P0.5N4L50.form467, 71, 1, TO, true
P0.5N4L50.form468, 65, 78, TO, true
P0.5N4L50.form469, 77, 233, 334, true
P0.5N4L50.form470, 71, 86, TO, true
P0.5N4L50.form471, 62, 18, 181, true
P0.5N4L50.form472, 68, 0, 246, true
P0.5N4L50.form473, 74, 10, 1214, true
P0.5N4L50.form474, 65, TO, 385, true
P0.5N4L50.form475, 71, TO, 1404, true
P0.5N4L50.form476, 59, 2, 948, true
P0.5N4L50.form477, 74, 89, 1304, true
P0.5N4L50.form478, 74, TO, 410, true
P0.5N4L50.form479, 62, 2, 307, true
P0.5N4L50.form480, 62, 2, TO, true
P0.5N4L50.form481, 68, TO, 796, true
P0.5N4L50.form482, 65, TO, 1639, true
P0.5N4L50.form483, 77, TO, 989, true
P0.5N4L50.form484, 59, TO, 1124, true
P0.5N4L50.form485, 74, 0, 1169, true
P0.5N4L50.form486, 71, 20, TO, true
P0.5N4L50.form487, 77, TO, TO, TO
P0.5N4L50.form488, 74, 17, 139, true
P0.5N4L50.form489, 56, 175, 417, true
P0.5N4L50.form490, 62, TO, 433, true
P0.5N4L50.form491, 68, 7, 816, true
P0.5N4L50.form492, 59, TO, 1863, true
P0.5N4L50.form493, 71, 693, 797, true
P0.5N4L50.form494, 65, 0, 51, true
P0.5N4L50.form495, 62, 0, 65, true
P0.5N4L50.form496, 71, 27, 314, true
P0.5N4L50.form497, 74, 2, 518, true
P0.5N4L50.form498, 74, 2004, 74, true
P0.5N4L50.form499, 62, 1, 899, true
P0.5N4L60.form, 87, 0, 184, true
P0.5N4L60.form1, 87, TO, TO, TO
P0.5N4L60.form2, 69, 4, 277, true
P0.5N4L60.form3, 81, 0, TO, true
P0.5N4L60.form4, 78, TO, 1542, true
P0.5N4L60.form5, 84, TO, 435, true
P0.5N4L60.form6, 87, 0, 429, true
P0.5N4L60.form7, 75, 3, TO, true
P0.5N4L60.form8, 87, 769, 55, true
P0.5N4L60.form9, 75, 33, TO, true
P0.5N4L60.form10, 81, TO, 1884, true
P0.5N4L60.form11, 84, 0, 895, true
